 ,Area,Mean,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
826,63,255,116.167,0.059,16065,16065,2.001,0.500,0.341
827,20,255,39.698,0.159,5100,5100,1.493,0.670,0.476
828,14,255,26.142,0.257,3570,3570,3.491,0.286,0.596
829,24,255,52.083,0.111,6120,6120,3.986,0.251,0.366
830,37,255,46.184,0.218,9435,9435,2.742,0.365,0.446
831,51,255,56.426,0.201,13005,13005,1.597,0.626,0.548
832,10,255,22.627,0.245,2550,2550,4.646,0.215,0.444
833,13,255,18.971,0.454,3315,3315,1.248,0.802,0.703
834,12,255,24.042,0.261,3060,3060,2.829,0.353,0.453
835,177,255,221.806,0.045,45135,45135,2.645,0.378,0.356
836,24,255,37.941,0.210,6120,6120,1.104,0.906,0.522
837,44,255,50.426,0.217,11220,11220,1.243,0.804,0.550
838,22,255,33.456,0.247,5610,5610,1.433,0.698,0.494
839,16,255,20.385,0.484,4080,4080,1.259,0.794,0.667
840,42,255,46.527,0.244,10710,10710,1.169,0.855,0.538
841,17,255,39.355,0.138,4335,4335,2.611,0.383,0.382
842,39,255,58.083,0.145,9945,9945,1.301,0.769,0.484
843,57,255,59.497,0.202,14535,14535,1.757,0.569,0.559
844,61,255,86.368,0.103,15555,15555,1.547,0.646,0.412
845,2850,255,854.722,0.049,726750,726750,1.911,0.523,0.715
846,120,255,155.865,0.062,30600,30600,1.856,0.539,0.412
847,11,255,14.728,0.637,2805,2805,1.384,0.722,0.733
848,30,255,49.841,0.152,7650,7650,2.154,0.464,0.465
849,12,255,21.213,0.335,3060,3060,1.560,0.641,0.500
850,54,255,67.497,0.149,13770,13770,1.191,0.839,0.484
851,140,255,158.794,0.070,35700,35700,1.788,0.559,0.465
852,11,255,20.385,0.333,2805,2805,1.197,0.835,0.537
853,36,255,57.255,0.138,9180,9180,1.668,0.599,0.465
854,7908,255,788.597,0.160,2016540,2016540,1.113,0.899,0.891
855,40,255,53.255,0.177,10200,10200,1.889,0.529,0.476
856,26,255,39.113,0.214,6630,6630,1.340,0.747,0.500
857,12,255,23.799,0.266,3060,3060,2.411,0.415,0.511
858,15,255,22.971,0.357,3825,3825,2.300,0.435,0.600
859,327,255,248.576,0.067,83385,83385,1.716,0.583,0.535
860,221,255,213.706,0.061,56355,56355,1.086,0.921,0.473
861,39,255,62.669,0.125,9945,9945,2.470,0.405,0.406
862,40,255,75.397,0.088,10200,10200,1.519,0.658,0.348
863,1909,255,1079.842,0.021,486795,486795,1.637,0.611,0.477
864,11,255,22.627,0.270,2805,2805,2.161,0.463,0.500
865,44,255,69.397,0.115,11220,11220,1.941,0.515,0.421
866,13,255,32.284,0.157,3315,3315,1.205,0.830,0.400
867,50,255,77.882,0.104,12750,12750,1.933,0.517,0.410
868,10,255,16.971,0.436,2550,2550,1.924,0.520,0.571
869,21,255,33.456,0.236,5355,5355,1.280,0.782,0.483
870,86,255,88.711,0.137,21930,21930,1.869,0.535,0.544
871,17,255,31.456,0.216,4335,4335,1.881,0.532,0.420
872,11,255,26.870,0.191,2805,2805,1.801,0.555,0.344
873,15,255,28.627,0.230,3825,3825,1.423,0.703,0.536
874,12,255,16.142,0.579,3060,3060,2.142,0.467,0.632
875,30,255,51.255,0.144,7650,7650,1.110,0.901,0.448
876,37,255,37.941,0.323,9435,9435,1.902,0.526,0.632
877,11,255,21.799,0.291,2805,2805,1.990,0.502,0.489
878,1734,255,1049.842,0.020,442170,442170,1.378,0.726,0.481
879,57,255,71.983,0.138,14535,14535,1.357,0.737,0.504
880,13,255,28.627,0.199,3315,3315,1.142,0.875,0.413
881,72,255,106.024,0.080,18360,18360,1.950,0.513,0.407
882,49,255,63.255,0.154,12495,12495,1.651,0.606,0.505
883,11,255,23.556,0.249,2805,2805,1.836,0.545,0.537
884,12,255,16.971,0.524,3060,3060,2.109,0.474,0.649
885,22,255,36.527,0.207,5610,5610,2.427,0.412,0.473
886,10,255,16.142,0.482,2550,2550,2.302,0.434,0.588
887,29,255,53.841,0.126,7395,7395,1.408,0.710,0.408
888,13,255,23.799,0.288,3315,3315,2.244,0.446,0.510
889,10,255,14.728,0.579,2550,2550,2.526,0.396,0.690
890,30,255,51.598,0.142,7650,7650,1.627,0.615,0.465
891,86,255,41.355,0.632,21930,21930,1.109,0.902,0.819
892,7113,255,751.869,0.158,1813815,1813815,1.557,0.642,0.902
893,15,255,30.042,0.209,3825,3825,1.244,0.804,0.484
894,19,255,38.527,0.161,4845,4845,1.238,0.808,0.463
895,26,255,29.456,0.377,6630,6630,1.281,0.780,0.712
896,2844,255,842.136,0.050,725220,725220,1.394,0.717,0.693
897,11,255,23.213,0.257,2805,2805,1.523,0.656,0.489
898,10,255,21.799,0.264,2550,2550,3.208,0.312,0.488
899,10,255,20.971,0.286,2550,2550,1.701,0.588,0.571
900,15,255,30.042,0.209,3825,3825,1.856,0.539,0.462
901,152,255,106.610,0.168,38760,38760,1.996,0.501,0.594
902,67,255,85.296,0.116,17085,17085,1.981,0.505,0.491
903,44,255,65.497,0.129,11220,11220,2.018,0.496,0.486
904,16,255,34.284,0.171,4080,4080,3.566,0.280,0.405
905,23,255,36.870,0.213,5865,5865,1.271,0.787,0.517
906,29,255,57.255,0.111,7395,7395,1.862,0.537,0.411
907,10,255,17.899,0.392,2550,2550,2.442,0.410,0.588
908,20,255,30.284,0.274,5100,5100,1.421,0.704,0.500
909,24,255,50.669,0.117,6120,6120,2.762,0.362,0.320
910,15,255,27.456,0.250,3825,3825,1.941,0.515,0.423
911,31,255,58.326,0.115,7905,7905,1.331,0.751,0.459
912,7594,255,1215.807,0.065,1936470,1936470,1.579,0.633,0.800
913,73,255,83.782,0.131,18615,18615,1.345,0.743,0.518
914,1379,255,729.242,0.033,351645,351645,2.233,0.448,0.465
915,53,255,45.355,0.324,13515,13515,1.203,0.831,0.596
916,15,255,18.142,0.573,3825,3825,1.484,0.674,0.698
917,18,255,27.456,0.300,4590,4590,1.448,0.691,0.537
918,12,255,16.142,0.579,3060,3060,2.628,0.381,0.706
919,41,255,39.355,0.333,10455,10455,1.983,0.504,0.603
920,10,255,23.799,0.222,2550,2550,2.588,0.386,0.455
921,14,255,25.799,0.264,3570,3570,1.946,0.514,0.483
922,176,255,202.978,0.054,44880,44880,2.909,0.344,0.422
923,45,255,45.598,0.272,11475,11475,1.746,0.573,0.577
924,58,255,45.355,0.354,14790,14790,1.232,0.811,0.648
925,55,255,59.497,0.195,14025,14025,1.334,0.749,0.516
926,12,255,21.213,0.335,3060,3060,1.595,0.627,0.545
927,604,255,585.661,0.022,154020,154020,2.639,0.379,0.309
928,14,255,23.799,0.311,3570,3570,1.806,0.554,0.571
929,13,255,23.799,0.288,3315,3315,2.959,0.338,0.553
930,5505,255,430.583,0.373,1403775,1403775,1.231,0.812,0.933
931,229,255,176.735,0.092,58395,58395,2.133,0.469,0.534
932,11,255,18.971,0.384,2805,2805,2.491,0.401,0.579
933,110,255,144.451,0.066,28050,28050,1.759,0.568,0.458
934,374,255,257.404,0.071,95370,95370,1.471,0.680,0.519
935,11,255,16.971,0.480,2805,2805,1.120,0.893,0.595
936,54,255,60.912,0.183,13770,13770,1.831,0.546,0.548
937,39,255,69.397,0.102,9945,9945,1.230,0.813,0.392
938,283,255,249.304,0.057,72165,72165,1.858,0.538,0.435
939,12,255,23.799,0.266,3060,3060,3.213,0.311,0.462
940,25,255,43.355,0.167,6375,6375,2.919,0.343,0.368
941,25,255,37.941,0.218,6375,6375,1.311,0.763,0.543
942,3691,255,753.041,0.082,941205,941205,1.355,0.738,0.815
943,34,255,52.669,0.154,8670,8670,2.076,0.482,0.466
944,15,255,23.213,0.350,3825,3825,1.468,0.681,0.638
945,39,255,35.698,0.385,9945,9945,1.796,0.557,0.703
946,20,255,25.213,0.395,5100,5100,1.547,0.646,0.645
947,8236,255,3258.739,0.010,2100180,2100180,1.519,0.658,0.507
948,77,255,121.581,0.065,19635,19635,1.689,0.592,0.318
949,13,255,19.556,0.427,3315,3315,2.309,0.433,0.605
950,4299,255,494.080,0.221,1096245,1096245,1.347,0.742,0.893
951,75,255,110.267,0.078,19125,19125,2.758,0.363,0.321
952,46,255,74.225,0.105,11730,11730,1.777,0.563,0.416
953,29,255,34.870,0.300,7395,7395,1.569,0.637,0.574
954,11321,255,499.838,0.569,2886855,2886855,1.267,0.789,0.957
955,11,255,25.213,0.217,2805,2805,1.624,0.616,0.431
956,11,255,18.385,0.409,2805,2805,1.663,0.601,0.550
957,19,255,34.627,0.199,4845,4845,2.612,0.383,0.427
958,37,255,77.054,0.078,9435,9435,1.261,0.793,0.320
959,28,255,47.012,0.159,7140,7140,1.910,0.524,0.427
960,17,255,28.627,0.261,4335,4335,1.783,0.561,0.466
961,19,255,25.799,0.359,4845,4845,1.623,0.616,0.603
962,2774,255,793.467,0.055,707370,707370,1.324,0.755,0.628
963,49,255,77.054,0.104,12495,12495,2.665,0.375,0.408
964,5573,255,519.294,0.260,1421115,1421115,1.427,0.701,0.910
965,20,255,27.213,0.339,5100,5100,1.908,0.524,0.526
966,10,255,20.971,0.286,2550,2550,1.219,0.821,0.571
967,11,255,18.971,0.384,2805,2805,2.155,0.464,0.564
968,2614,255,719.141,0.064,666570,666570,1.136,0.880,0.687
969,13,255,17.556,0.530,3315,3315,1.401,0.714,0.619
970,34,255,60.669,0.116,8670,8670,1.767,0.566,0.395
971,37,255,45.355,0.226,9435,9435,1.660,0.602,0.552
972,41,255,60.083,0.143,10455,10455,2.682,0.373,0.400
973,76,255,66.225,0.218,19380,19380,1.139,0.878,0.580
974,316,255,266.718,0.056,80580,80580,2.098,0.477,0.506
975,24,255,37.113,0.219,6120,6120,1.466,0.682,0.516
976,20,255,34.870,0.207,5100,5100,1.452,0.689,0.476
977,16,255,17.556,0.652,4080,4080,1.396,0.716,0.727
978,30,255,64.326,0.091,7650,7650,1.589,0.629,0.347
979,13,255,17.556,0.530,3315,3315,1.386,0.721,0.667
980,23,255,39.941,0.181,5865,5865,1.153,0.868,0.460
981,31,255,44.184,0.200,7905,7905,1.988,0.503,0.512
982,50,255,83.640,0.090,12750,12750,2.426,0.412,0.422
983,19,255,22.627,0.466,4845,4845,1.378,0.726,0.633
984,13,255,17.556,0.530,3315,3315,1.912,0.523,0.650
985,23,255,23.799,0.510,5865,5865,1.842,0.543,0.657
986,44,255,47.598,0.244,11220,11220,1.512,0.661,0.603
987,10,255,17.556,0.408,2550,2550,1.471,0.680,0.606
988,21,255,45.598,0.127,5355,5355,1.660,0.602,0.416
989,10,255,18.971,0.349,2550,2550,1.500,0.667,0.488
990,10,255,18.142,0.382,2550,2550,1.866,0.536,0.526
991,15,255,26.627,0.266,3825,3825,1.582,0.632,0.500
992,26,255,52.669,0.118,6630,6630,3.438,0.291,0.437
993,14,255,20.971,0.400,3570,3570,1.742,0.574,0.609
994,13,255,21.799,0.344,3315,3315,2.378,0.420,0.565
995,13,255,28.627,0.199,3315,3315,2.642,0.378,0.441
996,26,255,41.355,0.191,6630,6630,1.809,0.553,0.525
997,84,255,103.681,0.098,21420,21420,1.440,0.694,0.415
998,11,255,18.971,0.384,2805,2805,2.258,0.443,0.564
999,11,255,17.556,0.448,2805,2805,1.311,0.763,0.611
1000,10,255,22.627,0.245,2550,2550,2.044,0.489,0.455
1001,17,255,30.042,0.237,4335,4335,3.247,0.308,0.548
1002,22,255,31.698,0.275,5610,5610,1.429,0.700,0.454
1003,1616,255,650.046,0.048,412080,412080,1.622,0.616,0.533
1004,13,255,21.799,0.344,3315,3315,2.126,0.470,0.531
1005,13,255,26.042,0.241,3315,3315,1.628,0.614,0.433
1006,15,255,30.627,0.201,3825,3825,3.533,0.283,0.395
1007,40,255,50.426,0.198,10200,10200,1.449,0.690,0.519
1008,14,255,25.799,0.264,3570,3570,2.057,0.486,0.467
1009,27,255,47.113,0.153,6885,6885,2.304,0.434,0.383
1010,24,255,44.426,0.153,6120,6120,1.642,0.609,0.417
1011,83,255,75.154,0.185,21165,21165,1.456,0.687,0.591
1012,22,255,18.485,0.809,5610,5610,1.550,0.645,0.880
1013,10,255,18.971,0.349,2550,2550,1.588,0.630,0.513
1014,112,255,173.664,0.047,28560,28560,1.348,0.742,0.368
1015,300,255,228.434,0.072,76500,76500,2.177,0.459,0.558
1016,14,255,23.213,0.326,3570,3570,1.631,0.613,0.549
1017,12,255,27.213,0.204,3060,3060,1.525,0.656,0.453
1018,17,255,25.213,0.336,4335,4335,1.812,0.552,0.586
1019,12,255,21.799,0.317,3060,3060,3.733,0.268,0.500
1020,104,255,157.522,0.053,26520,26520,2.067,0.484,0.407
1021,42,255,73.983,0.096,10710,10710,1.688,0.593,0.410
1022,21,255,35.456,0.210,5355,5355,2.194,0.456,0.506
1023,37,255,52.326,0.170,9435,9435,2.700,0.370,0.532
1024,24,255,54.912,0.100,6120,6120,3.774,0.265,0.282
1025,83,255,120.167,0.072,21165,21165,1.545,0.647,0.439
1026,20,255,34.870,0.207,5100,5100,1.722,0.581,0.494
1027,12,255,26.042,0.222,3060,3060,1.664,0.601,0.444
1028,30,255,40.527,0.230,7650,7650,1.447,0.691,0.541
1029,2112,255,1144.854,0.020,538560,538560,1.422,0.703,0.501
1030,19,255,41.941,0.136,4845,4845,1.454,0.688,0.392
1031,17,255,34.627,0.178,4335,4335,3.340,0.299,0.442
1032,13,255,28.870,0.196,3315,3315,1.422,0.703,0.426
1033,11,255,23.799,0.244,2805,2805,2.141,0.467,0.449
1034,11,255,17.556,0.448,2805,2805,2.193,0.456,0.564
1035,13,255,32.284,0.157,3315,3315,3.152,0.317,0.394
1036,10,255,18.971,0.349,2550,2550,1.332,0.751,0.588
1037,15,255,26.627,0.266,3825,3825,1.916,0.522,0.448
1038,127,255,117.681,0.115,32385,32385,1.259,0.794,0.588
1039,10,255,22.385,0.251,2550,2550,2.955,0.338,0.426
1040,16,255,22.728,0.389,4080,4080,2.156,0.464,0.500
1041,15,255,31.698,0.188,3825,3825,1.991,0.502,0.462
1042,12,255,16.728,0.539,3060,3060,1.461,0.684,0.727
1043,11,255,15.314,0.589,2805,2805,1.680,0.595,0.667
1044,11,255,18.971,0.384,2805,2805,1.646,0.607,0.564
1045,151,255,139.723,0.097,38505,38505,1.489,0.671,0.493
1046,57,255,78.569,0.116,14535,14535,1.989,0.503,0.433
1047,22,255,39.698,0.175,5610,5610,1.169,0.855,0.449
1048,15,255,30.627,0.201,3825,3825,1.182,0.846,0.484
1049,13,255,23.799,0.288,3315,3315,1.647,0.607,0.553
1050,296,255,339.772,0.032,75480,75480,2.989,0.335,0.351
1051,227,255,159.037,0.113,57885,57885,1.368,0.731,0.662
1052,11,255,25.799,0.208,2805,2805,2.762,0.362,0.458
1053,26,255,46.426,0.152,6630,6630,1.582,0.632,0.426
1054,51,255,87.539,0.084,13005,13005,1.934,0.517,0.392
1055,15,255,30.042,0.209,3825,3825,2.434,0.411,0.435
1056,10,255,16.142,0.482,2550,2550,1.970,0.507,0.588
1057,68,255,121.581,0.058,17340,17340,2.596,0.385,0.353
1058,54,255,81.054,0.103,13770,13770,4.113,0.243,0.406
1059,11,255,24.627,0.228,2805,2805,1.693,0.591,0.415
1060,22,255,34.527,0.232,5610,5610,1.729,0.578,0.500
1061,26,255,32.870,0.302,6630,6630,1.974,0.507,0.578
1062,16,255,32.870,0.186,4080,4080,2.494,0.401,0.432
1063,11,255,20.142,0.341,2805,2805,2.226,0.449,0.629
1064,16,255,26.042,0.296,4080,4080,1.685,0.594,0.571
1065,13,255,25.213,0.257,3315,3315,1.643,0.609,0.510
1066,41,255,52.669,0.186,10455,10455,1.415,0.707,0.558
1067,11,255,28.042,0.176,2805,2805,3.780,0.265,0.393
1068,15,255,28.284,0.236,3825,3825,1.749,0.572,0.448
1069,15,255,28.627,0.230,3825,3825,2.077,0.481,0.462
1070,22,255,28.042,0.352,5610,5610,1.481,0.675,0.595
1071,69,255,103.439,0.081,17595,17595,2.031,0.492,0.423
1072,16,255,32.284,0.193,4080,4080,1.087,0.920,0.381
1073,97,255,147.865,0.056,24735,24735,1.694,0.590,0.400
1074,13,255,30.870,0.171,3315,3315,1.932,0.517,0.371
1075,23,255,28.042,0.368,5865,5865,2.087,0.479,0.667
1076,35,255,61.740,0.115,8925,8925,1.906,0.525,0.435
1077,10,255,24.971,0.202,2550,2550,3.523,0.284,0.417
1078,38,255,48.426,0.204,9690,9690,3.038,0.329,0.517
1079,16,255,17.556,0.652,4080,4080,1.479,0.676,0.727
1080,16,255,27.456,0.267,4080,4080,1.615,0.619,0.492
1081,81,255,96.024,0.110,20655,20655,1.378,0.726,0.454
1082,11,255,21.799,0.291,2805,2805,1.903,0.526,0.537
1083,16,255,31.113,0.208,4080,4080,1.681,0.595,0.451
1084,15,255,33.456,0.168,3825,3825,1.454,0.688,0.423
1085,24,255,32.284,0.289,6120,6120,1.203,0.831,0.585
1086,22,255,41.598,0.160,5610,5610,1.736,0.576,0.404
1087,17,255,29.213,0.250,4335,4335,2.962,0.338,0.642
1088,14,255,28.042,0.224,3570,3570,1.871,0.534,0.528
1089,16,255,23.213,0.373,4080,4080,1.676,0.597,0.552
1090,122,255,145.137,0.073,31110,31110,2.091,0.478,0.455
1091,109,255,145.037,0.065,27795,27795,1.602,0.624,0.402
1092,10,255,19.799,0.321,2550,2550,1.520,0.658,0.488
1093,63,255,100.267,0.079,16065,16065,1.218,0.821,0.358
1094,29,255,53.255,0.128,7395,7395,1.786,0.560,0.374
1095,27,255,34.284,0.289,6885,6885,1.962,0.510,0.593
1096,23,255,30.627,0.308,5865,5865,2.253,0.444,0.613
1097,22,255,44.184,0.142,5610,5610,1.513,0.661,0.358
1098,22,255,35.113,0.224,5610,5610,1.269,0.788,0.524
1099,45,255,69.640,0.117,11475,11475,1.330,0.752,0.448
1100,67,255,79.640,0.133,17085,17085,1.746,0.573,0.517
1101,11,255,26.627,0.195,2805,2805,1.770,0.565,0.449
1102,13,255,27.456,0.217,3315,3315,1.846,0.542,0.361
1103,353,255,241.161,0.076,90015,90015,1.791,0.558,0.506
1104,17,255,26.627,0.301,4335,4335,1.619,0.617,0.500
1105,12,255,16.971,0.524,3060,3060,2.522,0.397,0.649
1106,50,255,75.397,0.111,12750,12750,1.893,0.528,0.415
1107,28,255,50.426,0.138,7140,7140,2.142,0.467,0.368
1108,18,255,26.627,0.319,4590,4590,2.688,0.372,0.562
1109,25,255,40.184,0.195,6375,6375,1.273,0.785,0.481
1110,27,255,54.669,0.114,6885,6885,1.785,0.560,0.388
1111,10,255,20.385,0.302,2550,2550,2.232,0.448,0.444
1112,11,255,28.042,0.176,2805,2805,2.747,0.364,0.431
1113,134,255,109.095,0.141,34170,34170,1.376,0.727,0.579
1114,89,255,125.823,0.071,22695,22695,3.509,0.285,0.386
1115,87,255,99.539,0.110,22185,22185,2.082,0.480,0.513
1116,16,255,27.213,0.272,4080,4080,1.462,0.684,0.444
1117,15,255,33.113,0.172,3825,3825,2.043,0.489,0.390
1118,72,255,101.196,0.088,18360,18360,1.756,0.569,0.435
1119,5203,255,840.923,0.092,1326765,1326765,1.251,0.799,0.837
1120,10,255,23.799,0.222,2550,2550,2.157,0.464,0.476
1121,3650,255,1059.700,0.041,930750,930750,1.688,0.593,0.651
1122,29,255,45.598,0.175,7395,7395,1.969,0.508,0.420
1123,10,255,18.971,0.349,2550,2550,1.823,0.549,0.513
1124,11,255,27.456,0.183,2805,2805,3.354,0.298,0.386
1125,11,255,23.556,0.249,2805,2805,1.424,0.702,0.407
1126,15,255,24.385,0.317,3825,3825,1.715,0.583,0.556
1127,10,255,18.142,0.382,2550,2550,2.918,0.343,0.526
1128,11,255,22.971,0.262,2805,2805,1.396,0.716,0.500
1129,12,255,20.385,0.363,3060,3060,2.100,0.476,0.571
1130,11,255,16.142,0.530,2805,2805,3.003,0.333,0.647
1131,14,255,33.698,0.155,3570,3570,1.238,0.808,0.373
1132,12,255,20.971,0.343,3060,3060,3.323,0.301,0.558
1133,46,255,61.740,0.152,11730,11730,1.287,0.777,0.579
1134,38,255,55.497,0.155,9690,9690,2.780,0.360,0.510
1135,34,255,35.456,0.340,8670,8670,2.189,0.457,0.596
1136,10,255,23.213,0.233,2550,2550,1.747,0.572,0.444
1137,151,255,134.066,0.106,38505,38505,1.827,0.547,0.506
1138,15,255,29.698,0.214,3825,3825,1.607,0.622,0.484
1139,21,255,36.627,0.197,5355,5355,7.984,0.125,0.506
1140,25,255,34.284,0.267,6375,6375,2.982,0.335,0.500
1141,19,255,34.284,0.203,4845,4845,2.187,0.457,0.528
1142,27,255,51.012,0.130,6885,6885,1.659,0.603,0.406
1143,10,255,18.728,0.358,2550,2550,2.120,0.472,0.488
1144,12,255,19.556,0.394,3060,3060,1.994,0.502,0.571
1145,17,255,22.385,0.426,4335,4335,1.647,0.607,0.642
1146,11,255,17.556,0.448,2805,2805,1.609,0.622,0.629
1147,13,255,23.799,0.288,3315,3315,1.530,0.654,0.433
1148,25,255,42.770,0.172,6375,6375,1.353,0.739,0.467
1149,12,255,22.971,0.286,3060,3060,2.691,0.372,0.545
1150,20,255,40.770,0.151,5100,5100,2.910,0.344,0.417
1151,61,255,70.811,0.153,15555,15555,1.747,0.572,0.510
1152,10,255,13.314,0.709,2550,2550,1.133,0.883,0.769
1153,38,255,39.698,0.303,9690,9690,1.993,0.502,0.559
1154,38,255,47.941,0.208,9690,9690,1.402,0.713,0.539
1155,25,255,43.941,0.163,6375,6375,1.503,0.665,0.407
1156,216,255,182.978,0.081,55080,55080,3.146,0.318,0.499
1157,71,255,96.610,0.096,18105,18105,2.458,0.407,0.478
1158,12,255,25.456,0.233,3060,3060,1.723,0.580,0.400
1159,19,255,26.627,0.337,4845,4845,1.432,0.698,0.585
1160,10,255,19.556,0.329,2550,2550,2.614,0.383,0.526
1161,11,255,19.556,0.361,2805,2805,1.226,0.815,0.579
1162,13,255,22.627,0.319,3315,3315,2.149,0.465,0.510
1163,22,255,47.598,0.122,5610,5610,1.495,0.669,0.376
1164,102,255,105.439,0.115,26010,26010,2.049,0.488,0.526
1165,6648,255,1022.244,0.080,1695240,1695240,1.247,0.802,0.829
1166,45,255,69.983,0.115,11475,11475,1.690,0.592,0.425
1167,14,255,26.627,0.248,3570,3570,1.726,0.579,0.519
1168,50,255,80.711,0.096,12750,12750,1.441,0.694,0.362
1169,10,255,24.627,0.207,2550,2550,1.744,0.574,0.465
1170,37,255,35.113,0.377,9435,9435,1.057,0.946,0.705
1171,21,255,23.799,0.466,5355,5355,1.653,0.605,0.609
1172,58,255,74.569,0.131,14790,14790,1.900,0.526,0.507
1173,24,255,33.799,0.264,6120,6120,1.432,0.698,0.565
1174,26,255,52.426,0.119,6630,6630,3.413,0.293,0.377
1175,31,255,47.598,0.172,7905,7905,1.354,0.739,0.525
1176,1455,255,818.438,0.027,371025,371025,1.982,0.505,0.508
1177,22,255,36.527,0.207,5610,5610,1.645,0.608,0.543
1178,10,255,12.485,0.806,2550,2550,1.137,0.880,0.800
1179,10,255,14.142,0.628,2550,2550,1.253,0.798,0.690
1180,10,255,16.142,0.482,2550,2550,1.359,0.736,0.714
1181,5919,255,1107.741,0.061,1509345,1509345,1.515,0.660,0.830
1182,12,255,26.042,0.222,3060,3060,2.104,0.475,0.407
1183,4979,255,1409.087,0.032,1269645,1269645,2.015,0.496,0.611
1184,59,255,84.953,0.103,15045,15045,3.342,0.299,0.379
1185,12,255,26.142,0.221,3060,3060,1.737,0.576,0.490
1186,59,255,77.296,0.124,15045,15045,1.928,0.519,0.386
1187,1778,255,623.561,0.057,453390,453390,1.554,0.643,0.644
1188,16,255,29.456,0.232,4080,4080,1.498,0.667,0.478
1189,33,255,49.255,0.171,8415,8415,1.406,0.711,0.485
1190,55,255,65.497,0.161,14025,14025,1.619,0.618,0.598
1191,16,255,22.385,0.401,4080,4080,1.588,0.630,0.571
1192,25,255,49.355,0.129,6375,6375,4.415,0.227,0.388
1193,22,255,41.941,0.157,5610,5610,2.256,0.443,0.489
1194,64,255,94.368,0.090,16320,16320,1.628,0.614,0.496
1195,11,255,25.799,0.208,2805,2805,3.268,0.306,0.478
1196,637,255,293.103,0.093,162435,162435,3.056,0.327,0.609
1197,23,255,39.113,0.189,5865,5865,1.521,0.657,0.442
1198,27,255,40.770,0.204,6885,6885,2.106,0.475,0.491
1199,11,255,20.971,0.314,2805,2805,1.575,0.635,0.595
1200,12,255,18.142,0.458,3060,3060,1.923,0.520,0.600
1201,19,255,35.698,0.187,4845,4845,1.913,0.523,0.396
1202,6527,255,997.332,0.082,1664385,1664385,1.467,0.682,0.847
1203,14,255,29.799,0.198,3570,3570,2.169,0.461,0.368
1204,41,255,58.669,0.150,10455,10455,1.590,0.629,0.371
