 ,Label,Area,Mean,Min,Max,Circ.,IntDen,RawIntDen,AR,Round,Solidity
578,ctrl-og-15000-T.jpg,5561,255,255,255,0.653,1418055,1418055,1.953,0.512,0.886
579,ctrl-og-15000-T.jpg,7140,255,255,255,0.741,1820700,1820700,1.353,0.739,0.932
580,ctrl-og-15000-T.jpg,5208,255,255,255,0.627,1328040,1328040,1.397,0.716,0.877
581,ctrl-og-15000-T.jpg,2625,255,255,255,0.455,669375,669375,2.853,0.351,0.857
582,ctrl-og-15000-T.jpg,3487,255,255,255,0.588,889185,889185,1.351,0.740,0.852
583,ctrl-og-15000-T.jpg,4002,255,255,255,0.589,1020510,1020510,1.948,0.513,0.856
584,ctrl-og-15000-T.jpg,8093,255,255,255,0.611,2063715,2063715,1.607,0.622,0.859
585,ctrl-og-15000-T.jpg,7377,255,255,255,0.633,1881135,1881135,1.342,0.745,0.894
586,ctrl-og-15000-T.jpg,3178,255,255,255,0.812,810390,810390,1.090,0.917,0.947
587,ctrl-og-15000-T.jpg,7061,255,255,255,0.648,1800555,1800555,1.395,0.717,0.869
588,ctrl-og-15000-T.jpg,5073,255,255,255,0.485,1293615,1293615,2.213,0.452,0.750
589,ctrl-og-15000-T.jpg,8219,255,255,255,0.191,2095845,2095845,2.273,0.440,0.405
590,ctrl-og-15000-T.jpg,13672,255,255,255,0.727,3486360,3486360,1.180,0.847,0.916
591,ctrl-og-15000-T.jpg,2446,255,255,255,0.545,623730,623730,2.023,0.494,0.842
592,ctrl-og-15000-T.jpg,15300,255,255,255,0.797,3901500,3901500,1.273,0.785,0.959
593,ctrl-og-15000-T.jpg,14376,255,255,255,0.613,3665880,3665880,1.596,0.627,0.875
594,ctrl-og-15000-T.jpg,2982,255,255,255,0.633,760410,760410,2.031,0.492,0.898
595,ctrl-og-15000-T.jpg,8391,255,255,255,0.683,2139705,2139705,1.283,0.779,0.903
596,ctrl-og-15000-T.jpg,4536,255,255,255,0.376,1156680,1156680,2.115,0.473,0.685
597,ctrl-og-15000-T.jpg,4048,255,255,255,0.683,1032240,1032240,1.827,0.547,0.907
598,ctrl-og-15000-T.jpg,4252,255,255,255,0.622,1084260,1084260,1.682,0.595,0.902
599,ctrl-og-15000-T.jpg,6960,255,255,255,0.562,1774800,1774800,2.612,0.383,0.925
600,ctrl-og-15000-T.jpg,10624,255,255,255,0.631,2709120,2709120,1.671,0.599,0.871
601,ctrl-og-15000-T.jpg,3139,255,255,255,0.500,800445,800445,2.583,0.387,0.905
602,ctrl-og-15000-T.jpg,4652,255,255,255,0.364,1186260,1186260,1.301,0.769,0.662
603,ctrl-og-15000-T.jpg,8083,255,255,255,0.772,2061165,2061165,1.632,0.613,0.944
604,ctrl-og-15000-T.jpg,6280,255,255,255,0.525,1601400,1601400,2.467,0.405,0.846
605,ctrl-og-15000-T.jpg,4618,255,255,255,0.531,1177590,1177590,3.072,0.326,0.832
606,ctrl-og-15000-T.jpg,4204,255,255,255,0.420,1072020,1072020,2.219,0.451,0.715
607,ctrl-og-15000-T.jpg,3198,255,255,255,0.619,815490,815490,1.590,0.629,0.873
608,ctrl-og-15000-T.jpg,12168,255,255,255,0.430,3102840,3102840,1.203,0.831,0.674
